,Geo_Place,Geo_Country,English_Country
13060,"Sand Everywhere Elementary School, New Donald Street, Clay-Arsenal, Smith Tower Housing, Hartford, Hartford County, Connecticut, 06120, United States of America", United States of America, United States of America
13061,"Apopka, Orange County, Florida, United States of America", United States of America, United States of America
13062,"Her She, Poplar Avenue, The Village, Memphis, Shelby County, Tennessee, 38117, United States of America", United States of America, United States of America
13063,"Warri, Warri South, Delta, Nigeria", Nigeria, Nigeria
13065,"Leave this here (Homeowner Note) for FSD car, Fair Acres, Bristol, Sullivan County, Tennessee, 37620, United States of America", United States of America, United States of America
13068,日本,日本,Japan
13069,"Napoli, Campania, Italia", Italia, Italy
13070,中国,中国,China
13071,"Oil Country Taphouse, 52 Avenue, Drayton Valley, Town of Drayton Valley, Alberta, T7A 1C4, Canada", Canada, Canada
13072,"Vegas, Nueva Paz, Mayabeque, Cuba", Cuba, Cuba
13073,"Araure, Parroquia Capital Araure, Municipio Araure, Portuguesa, Región Centroccidental, 3303, Venezuela", Venezuela, Venezuela
13074,中国,中国,China
13075,"Tamilan Street, Anna Nagar, மதுரை, Madurai South, Madurai district, Tamil Nadu, 625990, India", India, India
13081,"Misterio, Yauca del Rosario, Ica, Peru", Peru, Peru
13082,"Wolverhampton, West Midlands Combined Authority, West Midlands, England, United Kingdom", United Kingdom, United Kingdom
13083,"Ratschinger Weißen - La Bianca, Ratschings - Racines, Wipptal - Alta Vall'Isarco, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia", Italia, Italy
13084,"California, Bona Qabelanka, Sidama, ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል / Southern Nations Nationalities Peoples, Ethiopia", Ethiopia, Ethiopia
13085,"Manila, Metro Manila, Philippines", Philippines, Philippines
13087,"Trieste / Trst, UTI Giuliana / Julijska MTU, Friuli Venezia Giulia, Italia", Italia, Italy
13091,भारत - India,भारत - India,India
13092,"Haskell County, Kansas, United States of America", United States of America, United States of America
13094,"Bretagne, France métropolitaine, France", France, France
13096,"Brooklyn, Kings County, New York, United States of America", United States of America, United States of America
13097,"Tenerife, La Orotava, Santa Cruz de Tenerife, Canarias, España", España,Spain
13099,"Boise, Ada County, Idaho, United States of America", United States of America, United States of America
13101,"Pratt County, Kansas, United States of America", United States of America, United States of America
13102,"Loire-Atlantique, Pays de la Loire, France métropolitaine, France", France, France
13103,"Cantón Tilarán, Provincia Guanacaste, Costa Rica", Costa Rica, Costa Rica
13105,"Carryduff, County Down, Northern Ireland, BT8 8DN, United Kingdom", United Kingdom, United Kingdom
13106,"Modern World, TAH 7, Point Four, Monrovia, Greater Monrovia, Montserrado County, Liberia", Liberia, Liberia
13107,Africa,Africa,Africa
13108,"Sycamore Shoals, Elizabethton, Carter County, Tennessee, 37694, United States of America", United States of America, United States of America
13109,"Daerah Khusus Ibukota Jakarta, Indonesia", Indonesia, Indonesia
13111,"South Island, Waiheke, Waitematā and Gulf Ward, Auckland, New Zealand", New Zealand, New Zealand
13113,"Pathanamthitta, Kerala, India", India, India
13114,"City on a Hill, 2224, Avenues West, Milwaukee, Milwaukee County, Wisconsin, 53233, United States of America", United States of America, United States of America
13115,"Sicilia bedda, 2a, Via Fratelli Cairoli, Centro, Imola, Nuovo Circondario Imolese, Bologna, Emilia-Romagna, 40026, Italia", Italia, Italy
13117,"Manchester, Greater Manchester, North West England, England, United Kingdom", United Kingdom, United Kingdom
13118,"Prayagraj, Allahabad, Prayagraj, Uttar Pradesh, 211001, India", India, India
13120,"Call away Lane, Chestnut Grove, Coopertown, Robertson County, Tennessee, United States of America", United States of America, United States of America
13121,"Natal, Microrregião de Natal, Mesorregião do Leste Potiguar, Rio Grande do Norte, Região Nordeste, Brasil", Brasil, Brazil
13122,"Aurora, Arapahoe County, Colorado, United States of America", United States of America, United States of America
13124,"Marrakech-Safi ⵎⵕⵕⴰⴽⵛ-ⴰⵙⴼⵉ مراكش-أسفي, Maroc", Maroc, Maroc
13126,"Bristol, City of Bristol, South West England, England, United Kingdom", United Kingdom, United Kingdom
13127,"Tanger ⵟⴰⵏⵊⴰ طنجة, pachalik de Tanger طنجة, Préfecture de Tanger-Assilah عمالة طنجة-أصيلة, Tanger-Tétouan-Al Hoceima ⵟⴰⵏⵊ-ⵟⵉⵜⴰⵡⵉⵏ-ⵍⵃⵓⵙⵉⵎⴰ طنجة-تطوان-الحسيمة, 90013, Maroc", Maroc, Maroc
13128,"Plaza de la No Violencia Iván Robaina, Puerto, Las Palmas de Gran Canaria, Las Palmas, Canarias, España", España,Spain
13129,"Little Haiti, Bayshore, Miami, Miami-Dade County, Florida, 33150:33168, United States of America", United States of America, United States of America
13132,"Chalon-sur-Saône, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71100, France", France, France
13133,"Adak Airport, Main Road, Upper Amulet, Happy Valley, Adak, Unorganized Borough, Alaska, 99546, United States of America", United States of America, United States of America
13134,"Teresina, Microrregião de Teresina, Região Integrada de Desenvolvimento da Grande Teresina, Mesorregião Centro-Norte Piauiense, Piauí, Região Nordeste, Brasil", Brasil, Brazil
13135,"Textile Factory, Mudaliarpet, Puducherry, Puducherry Taluk, Puducherry district, Puducherry, 605001, India", India, India
13136,"Andalusia, Covington County, Alabama, United States of America", United States of America, United States of America
13137,"อำเภอเมืองปทุมธานี, จังหวัดปทุมธานี, 12000, ประเทศไทย", ประเทศไทย, Thailand
13138,"Bargone, Genova, Liguria, Italia", Italia, Italy
13139,"Kjerag, Sandnes, Rogaland, Norge", Norge, Norway
13140,"沖縄市, 沖縄県, 日本 (Japan)", 日本 (Japan), Japan
13141,"Fort Valley, Peach County, Georgia, United States of America", United States of America, United States of America
13142,"Bonnie Laws, Scottish Borders, Scotland, TD5 8QA, United Kingdom", United Kingdom, United Kingdom
13143,"Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India", India, India
13145,"Opelousas, St. Landry Parish, Louisiana, 70570, United States of America", United States of America, United States of America
13146,"Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil", Brasil, Brazil
13147,"GMT, Puerto Varas, Provincia de Llanquihue, Región de Los Lagos, Chile", Chile, Chile
13148,"Dinanagar, Gurdaspur Tahsil, Gurdaspur, Punjab, 143531, India", India, India
13149,"Braunschweig, Niedersachsen, Deutschland", Deutschland, Germany
13152,"Johanniter-Unfall-Hilfe e.V., Regionalgeschäftsstelle, 9, Schäftlarnstraße, Bezirksteil Sendlinger Feld, Stadtbezirk 06 Sendling, München, Bayern, 81371, Deutschland", Deutschland, Germany
13153,"Litchfield, Litchfield County, Connecticut, 06759, United States of America", United States of America, United States of America
13154,"València / Valencia, Comunitat Valenciana, España", España,Spain
13155,"مسقط, محافظة مسقط, سلطنة عُمان Oman", سلطنة عُمان Oman,Sultanate of Oman
13156,"Puerto Montt, Condominio Cordillera, Maipú, Provincia de Santiago, Región Metropolitana de Santiago, 9710000, Chile", Chile, Chile
13158,"Duluth, Gwinnett County, Georgia, 30095, United States of America", United States of America, United States of America
13161,"Whittier, Los Angeles County, California, United States of America", United States of America, United States of America
13165,"Høgskulen på Vestlandet, Campus Kronstad, Inndalsveien, Fridalen, Årstad, Gyldenpris, Bergen, Vestland, 5063, Norge", Norge, Norway
13166,"SkyFall, Mulgowie, Queensland, Australia", Australia, Australia
13167,"Planet Circle, Lancaster, Los Angeles County, California, 93536, United States of America", United States of America, United States of America
13168,"Увс, Монгол Улс", Монгол Улс, Mongolia
13169,"San Juan Royal, 468, Avenida Cândido de Abreu, Centro Cívico, Curitiba, Microrregião de Curitiba, Região Metropolitana de Curitiba, Mesorregião Metropolitana de Curitiba, Paraná, Região Sul, 80530-000, Brasil", Brasil, Brazil
13170,"Normal, McLean County, Illinois, United States of America", United States of America, United States of America
13171,"Chicago Creek Road, Black Eagle Mill, Clear Creek County, Colorado, 80452, United States of America", United States of America, United States of America
13172,"Fabulous Freddys, 1101, South Fort Apache Road, Canyon Gate, Las Vegas, Clark County, Nevada, 89117, United States of America", United States of America, United States of America
13174,"Montpelier, Washington County, Vermont, 05602, United States of America", United States of America, United States of America
13175,"Madrid, Calle Miguel Hernández, Albacete, Pedro Lamata, Albacete, Castilla-La Mancha, 02006, España", España,Spain
13176,"안산시, 경기도, 대한민국", 대한민국,Republic of Korea
13177,"El Ranchito, Cañada del Lobo, San Luis Potosí, Municipio de San Luis Potosí, San Luis Potosí, 78385, México", México, Mexico
13178,"The Bronx, Bronx County, New York, United States of America", United States of America, United States of America
13179,"Teylingen, Zuid-Holland, Nederland", Nederland,Netherlands
13181,"Kuppam, Chittoor, Andhra Pradesh, 517425, India", India, India
13182,"Rough As Your Head, Smooth As Glass, Abermain, Cessnock, Cessnock City Council, 2326, Australia", Australia, Australia
13183,"Italia, Nassau County, Florida, United States of America", United States of America, United States of America
13184,"Isabela City, Basilan, Zamboanga Peninsula, 7300, Philippines", Philippines, Philippines
13189,"France 3 Midi-Pyrénées, Chemin de la Cépière, Lardenne - Pradette - Basso Cambo, Toulouse Ouest, Toulouse, Haute-Garonne, Occitanie, France métropolitaine, 31100, France", France, France
13190,"Lichfield, Staffordshire, West Midlands, England, United Kingdom", United Kingdom, United Kingdom
13192,"Florida, United States of America", United States of America, United States of America
13193,"Villa del Parque, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina", Argentina, Argentina
13194,"Udhagamandalam, Goodshed Road, Melkavatti, Udhagamandalam, The Nilgiris district, Tamil Nadu, 643001, India", India, India
13196,"Kentucky, United States of America", United States of America, United States of America
13198,"Busia, West Kenya, Kenya", Kenya, Kenya
13199,"León, Castilla y León, España", España,Spain
13201,"Luque, Central, Región Oriental, Paraguay", Paraguay, Paraguay
13202,"Heinrich Heine, Briefe aus Berlin (1822), Kölner Tor, Gerresheim, Stadtbezirk 7, Düsseldorf, Nordrhein-Westfalen, 40625, Deutschland", Deutschland, Germany
13203,"Sir Jack Lyons concert Hall, Vanbrugh Way, Heslington, York, Yorkshire and the Humber, England, YO10 5FS, United Kingdom", United Kingdom, United Kingdom
13205,日本,日本,Japan
13207,"Indiana, United States of America", United States of America, United States of America
13209,"Huesca, Aragón, España", España,Spain
13210,"Boston, Port Area, Fifth District, Metro Manila, 1018, Philippines", Philippines, Philippines
13212,"Palmela, Setúbal, Península de Setúbal, Área Metropolitana de Lisboa, Portugal", Portugal, Portugal
